d,sales,date,wm_yr_wk,wday,month,year,snap_CA,quarter,is_weekend,lag_1,lag_7,lag_28,rolling_mean_7,rolling_mean_28,rolling_std_7,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday,event_name_1_Christmas,event_name_1_Cinco De Mayo,event_name_1_ColumbusDay,event_name_1_Easter,event_name_1_Eid al-Fitr,event_name_1_EidAlAdha,event_name_1_Father's day,event_name_1_Halloween,event_name_1_IndependenceDay,event_name_1_LaborDay,event_name_1_LentStart,event_name_1_LentWeek2,event_name_1_MartinLutherKingDay,event_name_1_MemorialDay,event_name_1_Mother's day,event_name_1_NBAFinalsEnd,event_name_1_NBAFinalsStart,event_name_1_NewYear,event_name_1_None,event_name_1_OrthodoxChristmas,event_name_1_OrthodoxEaster,event_name_1_Pesach End,event_name_1_PresidentsDay,event_name_1_Purim End,event_name_1_Ramadan starts,event_name_1_StPatricksDay,event_name_1_SuperBowl,event_name_1_Thanksgiving,event_name_1_ValentinesDay,event_name_1_VeteransDay,event_type_1_National,event_type_1_None,event_type_1_Religious,event_type_1_Sporting,event_name_2_Easter,event_name_2_Father's day,event_name_2_None,event_name_2_OrthodoxEaster,event_type_2_None,event_type_2_Religious
d_277,187,2011-11-01,11140,4,11,2011,1,4,0,187.0,218.0,180.0,233.0,245.78571428571428,53.36665625650514,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_278,168,2011-11-02,11140,5,11,2011,1,4,0,187.0,163.0,170.0,228.57142857142858,246.03571428571428,56.038252241533115,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_279,289,2011-11-03,11140,6,11,2011,1,4,0,168.0,212.0,249.0,229.28571428571428,245.96428571428572,55.0869442660546,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_280,188,2011-11-04,11140,7,11,2011,1,4,0,289.0,250.0,254.0,240.28571428571428,247.39285714285714,58.6336487173086,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_281,329,2011-11-05,11141,1,11,2011,1,4,1,188.0,302.0,460.0,231.42857142857142,245.03571428571428,61.53280193754947,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_282,224,2011-11-06,11141,2,11,2011,1,4,1,329.0,299.0,170.0,235.28571428571428,240.35714285714286,67.2723674964053,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_283,183,2011-11-07,11141,3,11,2011,1,4,0,224.0,187.0,229.0,224.57142857142858,242.28571428571428,61.12516432931439,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
d_284,175,2011-11-08,11141,4,11,2011,1,4,0,183.0,187.0,225.0,224.0,240.64285714285714,61.5521459143923,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_285,161,2011-11-09,11141,5,11,2011,1,4,0,175.0,168.0,152.0,222.28571428571428,238.85714285714286,62.906582288645026,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_286,210,2011-11-10,11141,6,11,2011,1,4,0,161.0,289.0,248.0,221.28571428571428,239.17857142857142,63.96018106529041,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_287,324,2011-11-11,11141,7,11,2011,0,4,0,210.0,188.0,245.0,210.0,237.82142857142858,56.56264963147767,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False
d_288,413,2011-11-12,11142,1,11,2011,0,4,1,324.0,329.0,303.0,229.42857142857142,240.64285714285714,69.60090311400917,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_289,347,2011-11-13,11142,2,11,2011,0,4,1,413.0,224.0,336.0,241.42857142857142,244.57142857142858,92.95313719442554,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_290,280,2011-11-14,11142,3,11,2011,0,4,0,347.0,183.0,206.0,259.0,244.96428571428572,100.4340579684003,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_291,186,2011-11-15,11142,4,11,2011,0,4,0,280.0,175.0,266.0,272.85714285714283,247.60714285714286,94.7301933060918,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_292,144,2011-11-16,11142,5,11,2011,0,4,0,186.0,161.0,219.0,274.42857142857144,244.75,92.91009479214684,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_293,229,2011-11-17,11142,6,11,2011,0,4,0,144.0,210.0,249.0,272.0,242.07142857142858,96.52115484873423,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_294,377,2011-11-18,11142,7,11,2011,0,4,0,229.0,324.0,267.0,274.7142857142857,241.35714285714286,94.73773321775275,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_295,495,2011-11-19,11143,1,11,2011,0,4,1,377.0,413.0,371.0,282.2857142857143,245.28571428571428,101.22864266223318,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_296,132,2011-11-20,11143,2,11,2011,0,4,1,495.0,347.0,263.0,294.0,249.71428571428572,121.57576512885565,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_297,248,2011-11-21,11143,3,11,2011,0,4,0,132.0,280.0,189.0,263.2857142857143,245.03571428571428,132.6118575463927,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_298,315,2011-11-22,11143,4,11,2011,0,4,0,248.0,186.0,218.0,258.7142857142857,247.14285714285714,132.49114974935026,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_299,561,2011-11-23,11143,5,11,2011,0,4,0,315.0,144.0,163.0,277.14285714285717,250.60714285714286,129.6320800977759,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_300,166,2011-11-24,11143,6,11,2011,0,4,0,561.0,229.0,212.0,336.7142857142857,264.82142857142856,152.114774962542,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
d_301,134,2011-11-25,11143,7,11,2011,0,4,0,166.0,377.0,250.0,327.7142857142857,263.17857142857144,161.14560112489818,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_302,204,2011-11-26,11144,1,11,2011,0,4,1,134.0,495.0,302.0,293.0,259.0357142857143,174.38845527538038,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_303,237,2011-11-27,11144,2,11,2011,0,4,1,204.0,132.0,299.0,251.42857142857142,255.53571428571428,151.37575449066816,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_304,124,2011-11-28,11144,3,11,2011,0,4,0,237.0,248.0,187.0,266.42857142857144,253.32142857142858,142.51182072943652,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_305,163,2011-11-29,11144,4,11,2011,0,4,0,124.0,315.0,187.0,248.71428571428572,251.07142857142858,152.53820754782967,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_306,185,2011-11-30,11144,5,11,2011,0,4,0,163.0,561.0,168.0,227.0,250.21428571428572,152.34828518890518,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_307,246,2011-12-01,11144,6,12,2011,1,4,0,185.0,166.0,289.0,173.28571428571428,250.82142857142858,39.30951659888567,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_308,214,2011-12-02,11144,7,12,2011,1,4,0,246.0,134.0,188.0,184.71428571428572,249.28571428571428,47.59451749138836,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_309,282,2011-12-03,11145,1,12,2011,1,4,1,214.0,204.0,329.0,196.14285714285714,250.21428571428572,42.745091614626794,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_310,377,2011-12-04,11145,2,12,2011,1,4,1,282.0,237.0,224.0,207.28571428571428,248.53571428571428,53.856953391102735,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_311,343,2011-12-05,11145,3,12,2011,1,4,0,377.0,124.0,183.0,227.28571428571428,254.0,84.18573569933379,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_312,261,2011-12-06,11145,4,12,2011,1,4,0,343.0,163.0,175.0,258.57142857142856,259.7142857142857,79.99345211298471,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_313,230,2011-12-07,11145,5,12,2011,1,4,0,261.0,185.0,161.0,272.57142857142856,262.7857142857143,68.18322653668118,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_314,206,2011-12-08,11145,6,12,2011,1,4,0,230.0,246.0,210.0,279.0,265.25,60.20520464766042,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_315,304,2011-12-09,11145,7,12,2011,1,4,0,206.0,214.0,324.0,273.2857142857143,265.10714285714283,65.52280591700953,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_316,382,2011-12-10,11146,1,12,2011,1,4,1,304.0,282.0,413.0,286.14285714285717,264.39285714285717,60.59545794702382,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_317,286,2011-12-11,11146,2,12,2011,0,4,1,382.0,377.0,347.0,300.42857142857144,263.2857142857143,70.4434930585198,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_318,246,2011-12-12,11146,3,12,2011,0,4,0,286.0,343.0,280.0,287.42857142857144,261.10714285714283,61.827332528737294,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_319,260,2011-12-13,11146,4,12,2011,0,4,0,246.0,261.0,186.0,273.57142857142856,259.89285714285717,58.05129094992105,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_320,199,2011-12-14,11146,5,12,2011,0,4,0,260.0,230.0,144.0,273.42857142857144,262.5357142857143,58.08860227519438,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_321,304,2011-12-15,11146,6,12,2011,0,4,0,199.0,206.0,229.0,269.0,264.5,62.93117934166923,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_322,377,2011-12-16,11146,7,12,2011,0,4,0,304.0,304.0,377.0,283.0,267.17857142857144,57.22179072113472,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_323,341,2011-12-17,11147,1,12,2011,0,4,1,377.0,382.0,495.0,293.42857142857144,267.17857142857144,67.428621872459,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_324,289,2011-12-18,11147,2,12,2011,0,4,1,341.0,286.0,132.0,287.57142857142856,261.67857142857144,59.80205443198186,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_325,307,2011-12-19,11147,3,12,2011,0,4,0,289.0,246.0,248.0,288.0,267.2857142857143,59.79966555090427,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_326,300,2011-12-20,11147,4,12,2011,0,4,0,307.0,260.0,315.0,296.7142857142857,269.39285714285717,57.040086155014144,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_327,264,2011-12-21,11147,5,12,2011,0,4,0,300.0,199.0,561.0,302.42857142857144,268.85714285714283,54.704835687707316,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_328,289,2011-12-22,11147,6,12,2011,0,4,0,264.0,304.0,166.0,311.7142857142857,258.25,36.81355857884571,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_329,633,2011-12-23,11147,7,12,2011,0,4,0,289.0,377.0,134.0,309.57142857142856,262.64285714285717,37.76178466323314,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_330,619,2011-12-24,11148,1,12,2011,0,4,1,633.0,341.0,204.0,346.14285714285717,280.4642857142857,128.61626202445348,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_331,0,2011-12-25,11148,2,12,2011,0,4,1,619.0,289.0,237.0,385.85714285714283,295.2857142857143,164.63943287421418,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
d_332,233,2011-12-26,11148,3,12,2011,0,4,0,0.0,307.0,124.0,344.57142857142856,286.82142857142856,219.92791026671838,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_333,181,2011-12-27,11148,4,12,2011,0,4,0,233.0,300.0,163.0,334.0,290.7142857142857,223.77965352849517,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_334,352,2011-12-28,11148,5,12,2011,0,4,0,181.0,264.0,185.0,317.0,291.35714285714283,231.19039772447297,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
d_335,278,2011-12-29,11148,6,12,2011,0,4,0,352.0,289.0,246.0,329.57142857142856,297.32142857142856,230.21863314601416,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_336,585,2011-12-30,11148,7,12,2011,0,4,0,278.0,633.0,214.0,328.0,298.4642857142857,230.57898140695016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_337,693,2011-12-31,11149,1,12,2011,0,4,1,585.0,619.0,282.0,321.14285714285717,311.7142857142857,220.48993066307932,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_338,246,2012-01-01,11149,2,1,2012,1,1,1,693.0,0.0,377.0,331.7142857142857,326.39285714285717,238.21259012747018,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
d_339,359,2012-01-02,11149,3,1,2012,1,1,0,246.0,233.0,343.0,366.85714285714283,321.7142857142857,195.42213161208107,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_340,194,2012-01-03,11149,4,1,2012,1,1,0,359.0,181.0,261.0,384.85714285714283,322.2857142857143,186.64353598185377,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_341,169,2012-01-04,11149,5,1,2012,1,1,0,194.0,352.0,230.0,386.7142857142857,319.89285714285717,184.32734856382936,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_342,220,2012-01-05,11149,6,1,2012,1,1,0,169.0,278.0,206.0,360.57142857142856,317.7142857142857,202.18379191786303,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_343,194,2012-01-06,11149,7,1,2012,1,1,0,220.0,585.0,304.0,352.2857142857143,318.2142857142857,207.25645489402282,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_344,301,2012-01-07,11150,1,1,2012,1,1,1,194.0,693.0,382.0,296.42857142857144,314.2857142857143,185.64738721822184,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
d_345,315,2012-01-08,11150,2,1,2012,1,1,1,301.0,246.0,286.0,240.42857142857142,311.39285714285717,67.81066077163483,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_346,196,2012-01-09,11150,3,1,2012,1,1,0,315.0,359.0,246.0,250.28571428571428,312.42857142857144,73.52939159663602,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_347,177,2012-01-10,11150,4,1,2012,1,1,0,196.0,194.0,260.0,227.0,310.64285714285717,57.40499397555368,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_348,151,2012-01-11,11150,5,1,2012,0,1,0,177.0,169.0,199.0,224.57142857142858,307.67857142857144,59.360079578948245,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_349,169,2012-01-12,11150,6,1,2012,0,1,0,151.0,220.0,304.0,222.0,305.9642857142857,62.476662309484446,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_350,247,2012-01-13,11150,7,1,2012,0,1,0,169.0,194.0,377.0,214.71428571428572,301.14285714285717,65.64224830019751,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_351,328,2012-01-14,11151,1,1,2012,0,1,1,247.0,301.0,341.0,222.28571428571428,296.5,65.91083442984252,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_352,259,2012-01-15,11151,2,1,2012,0,1,1,328.0,315.0,289.0,226.14285714285714,296.0357142857143,71.81092899976677,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_353,217,2012-01-16,11151,3,1,2012,0,1,0,259.0,196.0,307.0,218.14285714285714,294.9642857142857,62.818332174158186,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
d_354,195,2012-01-17,11151,4,1,2012,0,1,0,217.0,177.0,300.0,221.14285714285714,291.75,62.081743348128335,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_355,151,2012-01-18,11151,5,1,2012,0,1,0,195.0,151.0,264.0,223.71428571428572,288.0,60.29569991775075,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_356,171,2012-01-19,11151,6,1,2012,0,1,0,151.0,169.0,289.0,223.71428571428572,283.9642857142857,60.29569991775075,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_357,189,2012-01-20,11151,7,1,2012,0,1,0,171.0,247.0,633.0,224.0,279.75,59.997222157919,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_358,449,2012-01-21,11152,1,1,2012,0,1,1,189.0,328.0,619.0,215.71428571428572,263.89285714285717,60.29569991775076,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_359,314,2012-01-22,11152,2,1,2012,0,1,1,449.0,259.0,0.0,233.0,257.82142857142856,101.27191120937741,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_360,275,2012-01-23,11152,3,1,2012,0,1,0,314.0,217.0,233.0,240.85714285714286,269.0357142857143,105.66366226763837,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
d_361,316,2012-01-24,11152,4,1,2012,0,1,0,275.0,195.0,181.0,249.14285714285714,270.5357142857143,105.75510794823519,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
